ORDERNUMBER,QUANTITYORDERED,PRICEEACH,PRICETOTAL,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,CUSTOMERNAME,CITY,STATE,COUNTRY,DEALSIZE
10292,41,100.0,4100.0,3,9,2004,Trucks and Buses,Land of Toys Inc.,NYC,NY,USA,Medium
10305,36,100.0,3600.0,4,10,2004,Trucks and Buses,Marta's Replicas Co.,Cambridge,MA,USA,Medium
10313,29,100.0,2900.0,4,10,2004,Trucks and Buses,Canadian Gift Exchange Network,Vancouver,BC,Canada,Medium
10324,33,37.48,1236.84,4,11,2004,Trucks and Buses,Vitachrome Inc.,NYC,NY,USA,Small
10334,46,100.0,4600.0,4,11,2004,Trucks and Buses,"Volvo Model Replicas, Co",Lule,,Sweden,Medium
10349,38,100.0,3800.0,4,12,2004,Trucks and Buses,Muscle Machine Inc,NYC,NY,USA,Medium
10358,20,36.42,728.4,4,12,2004,Trucks and Buses,Euro Shopping Channel,Madrid,,Spain,Small
10370,22,100.0,2200.0,1,1,2005,Trucks and Buses,"Anna's Decorations, Ltd",North Sydney,NSW,Australia,Medium
10383,27,100.0,2700.0,1,2,2005,Trucks and Buses,Euro Shopping Channel,Madrid,,Spain,Medium
10412,56,98.18,5498.08,2,5,2005,Trucks and Buses,Euro Shopping Channel,Madrid,,Spain,Medium
10425,38,99.41,3777.58,2,5,2005,Trucks and Buses,La Rochelle Gifts,Nantes,,France,Medium
10101,25,100.0,2500.0,1,1,2003,Vintage Cars,"Blauer See Auto, Co.",Frankfurt,,Germany,Medium
10110,33,100.0,3300.0,1,3,2003,Vintage Cars,"AV Stores, Co.",Manchester,,UK,Medium
10124,42,100.0,4200.0,2,5,2003,Vintage Cars,Signal Gift Stores,Las Vegas,NV,USA,Medium
10149,33,100.0,3300.0,3,9,2003,Vintage Cars,Signal Collectibles Ltd.,Brisbane,CA,USA,Medium
10162,38,100.0,3800.0,4,10,2003,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,CA,USA,Medium
10173,31,100.0,3100.0,4,11,2003,Vintage Cars,Rovelli Gifts,Bergamo,,Italy,Medium
10182,20,100.0,2000.0,4,11,2003,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Small
10193,44,100.0,4400.0,4,11,2003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Victoria,Australia,Medium
10204,26,100.0,2600.0,4,12,2003,Vintage Cars,Muscle Machine Inc,NYC,NY,USA,Medium
10214,27,100.0,2700.0,1,1,2004,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,,Spain,Medium
10227,46,100.0,4600.0,1,3,2004,Vintage Cars,"Saveley & Henriot, Co.",Lyon,,France,Large
10243,47,100.0,4700.0,2,4,2004,Vintage Cars,Diecast Collectables,Boston,MA,USA,Medium
10280,37,100.0,3700.0,3,8,2004,Vintage Cars,Amica Models & Co.,Torino,,Italy,Medium
10288,31,100.0,3100.0,3,9,2004,Vintage Cars,Handji Gifts& Co,Singapore,,Singapore,Medium
10304,24,100.0,2400.0,4,10,2004,Vintage Cars,Auto Assoc. & Cie.,Versailles,,France,Small
10312,31,100.0,3100.0,4,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Medium
10322,50,100.0,5000.0,4,11,2004,Vintage Cars,Online Diecast Creations Co.,Nashua,NH,USA,Large
10332,35,64.69,2264.15,4,11,2004,Vintage Cars,"AV Stores, Co.",Manchester,,UK,Small
10344,30,100.0,3000.0,4,11,2004,Vintage Cars,Marseille Mini Autos,Marseille,,France,Medium
10356,29,100.0,2900.0,4,12,2004,Vintage Cars,Lyon Souveniers,Paris,,France,Medium
10367,27,100.0,2700.0,1,1,2005,Vintage Cars,Toys4GrownUps.com,Pasadena,CA,USA,Medium
10380,40,100.0,4000.0,1,2,2005,Vintage Cars,Euro Shopping Channel,Madrid,,Spain,Medium
10390,31,98.99,3068.69,1,3,2005,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Medium
10409,6,100.0,600.0,2,4,2005,Vintage Cars,Handji Gifts& Co,Singapore,,Singapore,Small
10420,45,100.0,4500.0,2,5,2005,Vintage Cars,Souveniers And Things Co.,Chatswood,NSW,Australia,Medium
10103,22,54.09,1189.98,1,1,2003,Trucks and Buses,Baane Mini Imports,Stavern,,Norway,Small
10114,45,68.67,3090.15,2,4,2003,Trucks and Buses,"La Corne D'abondance, Co.",Paris,,France,Medium
10126,43,65.02,2795.86,2,5,2003,Trucks and Buses,"Corrida Auto Replicas, Ltd",Madrid,,Spain,Small
10140,46,61.99,2851.54,3,7,2003,Trucks and Buses,Technics Stores Inc.,Burlingame,CA,USA,Small
10151,39,69.28,2701.92,3,9,2003,Trucks and Buses,"Oulu Toy Supplies, Inc.",Oulu,,Finland,Small
10165,31,71.1,2204.1,4,10,2003,Trucks and Buses,"Dragon Souveniers, Ltd.",Singapore,,Singapore,Small
10175,41,69.28,2840.48,4,11,2003,Trucks and Buses,"Stylish Desk Decors, Co.",London,,UK,Small
10184,44,60.16,2647.04,4,11,2003,Trucks and Buses,"Iberia Gift Imports, Corp.",Sevilla,,Spain,Small
10194,45,70.49,3172.05,4,11,2003,Trucks and Buses,"Saveley & Henriot, Co.",Lyon,,France,Medium
10207,37,69.89,2585.93,4,12,2003,Trucks and Buses,Diecast Collectables,Boston,MA,USA,Small
10217,35,61.38,2148.3,1,2,2004,Trucks and Buses,Handji Gifts& Co,Singapore,,Singapore,Small
10229,28,59.55,1667.4,1,3,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Small
10246,30,61.99,1859.7,2,5,2004,Trucks and Buses,Euro Shopping Channel,Madrid,,Spain,Small
10259,30,49.22,1476.6,2,6,2004,Trucks and Buses,Handji Gifts& Co,Singapore,,Singapore,Small
10271,25,69.28,1732.0,3,7,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Small
10281,29,57.73,1674.17,3,8,2004,Trucks and Buses,Diecast Classics Inc.,Allentown,PA,USA,Small
10291,26,57.73,1500.98,3,9,2004,Trucks and Buses,Scandinavian Gift Ideas,Boras,,Sweden,Small
10305,41,53.48,2192.68,4,10,2004,Trucks and Buses,Marta's Replicas Co.,Cambridge,MA,USA,Small
10313,34,52.87,1797.58,4,10,2004,Trucks and Buses,Canadian Gift Exchange Network,Vancouver,BC,Canada,Small
10322,35,61.21,2142.35,4,11,2004,Trucks and Buses,Online Diecast Creations Co.,Nashua,NH,USA,Small
10334,34,61.38,2086.92,4,11,2004,Trucks and Buses,"Volvo Model Replicas, Co",Lule,,Sweden,Small
10347,50,100.0,5000.0,4,11,2004,Trucks and Buses,"Australian Collectors, Co.",Melbourne,Victoria,Australia,Medium
10357,41,61.99,2541.59,4,12,2004,Trucks and Buses,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Small
10370,22,96.86,2130.92,1,1,2005,Trucks and Buses,"Anna's Decorations, Ltd",North Sydney,NSW,Australia,Small
10381,35,48.62,1701.7,1,2,2005,Trucks and Buses,Corporate Gift Ideas Co.,San Francisco,CA,USA,Small
10391,44,38.5,1694.0,1,3,2005,Trucks and Buses,"Anna's Decorations, Ltd",North Sydney,NSW,Australia,Small
10412,47,61.99,2913.53,2,5,2005,Trucks and Buses,Euro Shopping Channel,Madrid,,Spain,Small
10425,19,49.22,935.18,2,5,2005,Trucks and Buses,La Rochelle Gifts,Nantes,,France,Small
10106,34,90.39,3073.26,1,2,2003,Planes,Rovelli Gifts,Bergamo,,Italy,Medium
10120,29,71.81,2082.49,2,4,2003,Planes,"Australian Collectors, Co.",Melbourne,Victoria,Australia,Small
10133,49,69.27,3394.23,2,6,2003,Planes,Euro Shopping Channel,Madrid,,Spain,Medium
10145,30,85.32,2559.6,3,8,2003,Planes,Toys4GrownUps.com,Pasadena,CA,USA,Small
10168,21,70.96,1490.16,4,10,2003,Planes,Technics Stores Inc.,Burlingame,CA,USA,Small
10210,50,76.88,3844.0,1,1,2004,Planes,Osaka Souveniers Co.,Osaka,Osaka,Japan,Medium
10223,47,100.0,4700.0,1,2,2004,Planes,"Australian Collectors, Co.",Melbourne,Victoria,Australia,Medium
10235,24,76.03,1824.72,2,4,2004,Planes,"Royal Canadian Collectables, Ltd.",Tsawassen,BC,Canada,Small
10250,27,98.84,2668.68,2,5,2004,Planes,The Sharp Gifts Warehouse,San Jose,CA,USA,Small
10263,33,86.17,2843.61,2,6,2004,Planes,Gift Depot Inc.,Bridgewater,CT,USA,Small
10275,35,90.39,3163.65,3,7,2004,Planes,La Rochelle Gifts,Nantes,,France,Medium
10284,31,71.81,2226.11,3,8,2004,Planes,"Norway Gifts By Mail, Co.",Oslo,,Norway,Small
10297,25,82.79,2069.75,3,9,2004,Planes,"Clover Collections, Co.",Dublin,,Ireland,Small
10308,27,82.79,2235.33,4,10,2004,Planes,Mini Classics,White Plains,NY,USA,Small
10318,31,100.0,3100.0,4,11,2004,Planes,Diecast Classics Inc.,Allentown,PA,USA,Medium
10327,45,100.0,4500.0,4,11,2004,Planes,Danish Wholesale Imports,Kobenhavn,,Denmark,Medium
10339,27,100.0,2700.0,4,11,2004,Planes,"Tokyo Collectables, Ltd",Minato-ku,Tokyo,Japan,Small
10353,27,100.0,2700.0,4,12,2004,Planes,Gift Ideas Corp.,Glendale,CT,USA,Medium
10374,42,69.27,2909.34,1,2,2005,Planes,"Australian Gift Network, Co",South Brisbane,Queensland,Australia,Small
10386,21,74.77,1570.17,1,3,2005,Planes,Euro Shopping Channel,Madrid,,Spain,Small
10398,34,76.88,2613.92,1,3,2005,Planes,Reims Collectables,Reims,,France,Small
10401,42,76.03,3193.26,2,4,2005,Planes,Tekni Collectables Inc.,Newark,NJ,USA,Medium
10416,15,98.84,1482.6,2,5,2005,Planes,L'ordine Souveniers,Reggio Emilia,,Italy,Small
10107,29,70.87,2055.23,1,2,2003,Motorcycles,Land of Toys Inc.,NYC,NY,USA,Small
10120,46,58.15,2674.9,2,4,2003,Motorcycles,"Australian Collectors, Co.",Melbourne,Victoria,Australia,Small
10134,30,61.78,1853.4,3,7,2003,Motorcycles,Lyon Souveniers,Paris,,France,Small
10145,30,49.67,1490.1,3,8,2003,Motorcycles,Toys4GrownUps.com,Pasadena,CA,USA,Small
10159,42,51.48,2162.16,4,10,2003,Motorcycles,Corporate Gift Ideas Co.,San Francisco,CA,USA,Small
10168,46,61.18,2814.28,4,10,2003,Motorcycles,Technics Stores Inc.,Burlingame,CA,USA,Small
10180,25,64.2,1605.0,4,11,2003,Motorcycles,Daedalus Designs Imports,Lille,,France,Small
10188,32,65.42,2093.44,4,11,2003,Motorcycles,Herkku Gifts,Bergen,,Norway,Small
10201,30,64.81,1944.3,4,12,2003,Motorcycles,Mini Wheels Co.,San Francisco,CA,USA,Small
10210,40,49.67,1986.8,1,1,2004,Motorcycles,Osaka Souveniers Co.,Osaka,Osaka,Japan,Small
10223,28,60.57,1695.96,1,2,2004,Motorcycles,"Australian Collectors, Co.",Melbourne,Victoria,Australia,Small
10236,23,55.72,1281.56,2,4,2004,Motorcycles,Motor Mint Distributors Inc.,Philadelphia,PA,USA,Small
10251,29,61.18,1774.22,2,5,2004,Motorcycles,Tekni Collectables Inc.,Newark,NJ,USA,Small
10263,34,58.75,1997.5,2,6,2004,Motorcycles,Gift Depot Inc.,Bridgewater,CT,USA,Small
10275,37,63.6,2353.2,3,7,2004,Motorcycles,La Rochelle Gifts,Nantes,,France,Small
10285,20,49.06,981.2,3,8,2004,Motorcycles,Marta's Replicas Co.,Cambridge,MA,USA,Small
10298,32,48.46,1550.72,3,9,2004,Motorcycles,Atelier graphique,Nantes,,France,Small
10308,34,52.09,1771.06,4,10,2004,Motorcycles,Mini Classics,White Plains,NY,USA,Small
10318,42,52.7,2213.4,4,11,2004,Motorcycles,Diecast Classics Inc.,Allentown,PA,USA,Small
10329,38,100.0,3800.0,4,11,2004,Motorcycles,Land of Toys Inc.,NYC,NY,USA,Medium
10339,30,62.16,1864.8,4,11,2004,Motorcycles,"Tokyo Collectables, Ltd",Minato-ku,Tokyo,Japan,Small
10362,23,49.67,1142.41,1,1,2005,Motorcycles,Technics Stores Inc.,Burlingame,CA,USA,Small
10374,22,53.3,1172.6,1,2,2005,Motorcycles,"Australian Gift Network, Co",South Brisbane,Queensland,Australia,Small
10389,39,100.0,3900.0,1,3,2005,Motorcycles,Scandinavian Gift Ideas,Boras,,Sweden,Medium
10402,55,55.72,3064.6,2,4,2005,Motorcycles,Auto Canal Petit,Paris,,France,Medium
10417,36,61.18,2202.48,2,5,2005,Motorcycles,Euro Shopping Channel,Madrid,,Spain,Small
10101,26,100.0,2600.0,1,1,2003,Vintage Cars,"Blauer See Auto, Co.",Frankfurt,,Germany,Medium
10110,31,100.0,3100.0,1,3,2003,Vintage Cars,"AV Stores, Co.",Manchester,,UK,Medium
10125,34,100.0,3400.0,2,5,2003,Vintage Cars,"Australian Collectors, Co.",Melbourne,Victoria,Australia,Medium
10139,41,100.0,4100.0,3,7,2003,Vintage Cars,Souveniers And Things Co.,Chatswood,NSW,Australia,Large
10149,23,100.0,2300.0,3,9,2003,Vintage Cars,Signal Collectibles Ltd.,Brisbane,CA,USA,Medium
10162,48,100.0,4800.0,4,10,2003,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,CA,USA,Large
10173,22,100.0,2200.0,4,11,2003,Vintage Cars,Rovelli Gifts,Bergamo,,Italy,Medium
10182,21,100.0,2100.0,4,11,2003,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Medium
10193,22,100.0,2200.0,4,11,2003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Victoria,Australia,Medium
10205,40,100.0,4000.0,4,12,2003,Vintage Cars,Euro Shopping Channel,Madrid,,Spain,Large
10214,50,100.0,5000.0,1,1,2004,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,,Spain,Large
10227,29,100.0,2900.0,1,3,2004,Vintage Cars,"Saveley & Henriot, Co.",Lyon,,France,Medium
10244,43,100.0,4300.0,2,4,2004,Vintage Cars,Euro Shopping Channel,Madrid,,Spain,Medium
10255,24,100.0,2400.0,2,6,2004,Vintage Cars,Mini Caravy,Strasbourg,,France,Medium
10280,22,100.0,2200.0,3,8,2004,Vintage Cars,Amica Models & Co.,Torino,,Italy,Medium
10289,43,100.0,4300.0,3,9,2004,Vintage Cars,Herkku Gifts,Bergen,,Norway,Large
10304,20,100.0,2000.0,4,10,2004,Vintage Cars,Auto Assoc. & Cie.,Versailles,,France,Medium
10312,25,100.0,2500.0,4,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Medium
10322,36,100.0,3600.0,4,11,2004,Vintage Cars,Online Diecast Creations Co.,Nashua,NH,USA,Medium
10332,24,52.67,1264.08,4,11,2004,Vintage Cars,"AV Stores, Co.",Manchester,,UK,Small
10347,21,100.0,2100.0,4,11,2004,Vintage Cars,"Australian Collectors, Co.",Melbourne,Victoria,Australia,Medium
10356,30,100.0,3000.0,4,12,2004,Vintage Cars,Lyon Souveniers,Paris,,France,Medium
10367,32,94.79,3033.28,1,1,2005,Vintage Cars,Toys4GrownUps.com,Pasadena,CA,USA,Medium
10380,21,47.18,990.78,1,2,2005,Vintage Cars,Euro Shopping Channel,Madrid,,Spain,Small
10390,26,78.11,2030.86,1,3,2005,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Small
10421,35,100.0,3500.0,2,5,2005,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Medium
10109,26,100.0,2600.0,1,3,2003,Classic Cars,Motor Mint Distributors Inc.,Philadelphia,PA,USA,Medium
10123,46,100.0,4600.0,2,5,2003,Classic Cars,Atelier graphique,Nantes,,France,Medium
10137,37,100.0,3700.0,3,7,2003,Classic Cars,Reims Collectables,Reims,,France,Medium
10148,27,100.0,2700.0,3,9,2003,Classic Cars,"Anna's Decorations, Ltd",North Sydney,NSW,Australia,Medium
10161,23,100.0,2300.0,4,10,2003,Classic Cars,Heintze Collectables,Aaarhus,,Denmark,Medium
10172,39,100.0,3900.0,4,11,2003,Classic Cars,Gift Depot Inc.,Bridgewater,CT,USA,Medium
10181,27,100.0,2700.0,4,11,2003,Classic Cars,Herkku Gifts,Bergen,,Norway,Medium
10192,38,100.0,3800.0,4,11,2003,Classic Cars,Online Diecast Creations Co.,Nashua,NH,USA,Medium
10204,27,100.0,2700.0,4,12,2003,Classic Cars,Muscle Machine Inc,NYC,NY,USA,Medium
10212,40,100.0,4000.0,1,1,2004,Classic Cars,Euro Shopping Channel,Madrid,,Spain,Medium
10226,24,100.0,2400.0,1,2,2004,Classic Cars,Collectable Mini Designs Co.,San Diego,CA,USA,Medium
10241,44,100.0,4400.0,2,4,2004,Classic Cars,Mini Caravy,Strasbourg,,France,Medium
10253,37,100.0,3700.0,2,6,2004,Classic Cars,"UK Collectables, Ltd.",Liverpool,,UK,Medium
10266,20,100.0,2000.0,3,7,2004,Classic Cars,L'ordine Souveniers,Reggio Emilia,,Italy,Small
10278,39,100.0,3900.0,3,8,2004,Classic Cars,Signal Gift Stores,Las Vegas,NV,USA,Medium
10287,44,100.0,4400.0,3,8,2004,Classic Cars,"Vida Sport, Ltd",Gensve,,Switzerland,Medium
10301,22,100.0,2200.0,4,10,2003,Classic Cars,"Norway Gifts By Mail, Co.",Oslo,,Norway,Medium
10311,43,100.0,4300.0,4,10,2004,Classic Cars,Euro Shopping Channel,Madrid,,Spain,Medium
10321,27,100.0,2700.0,4,11,2004,Classic Cars,FunGiftIdeas.com,New Bedford,MA,USA,Small
10331,26,64.9,1687.4,4,11,2004,Classic Cars,Motor Mint Distributors Inc.,Philadelphia,PA,USA,Small
10343,25,52.32,1308.0,4,11,2004,Classic Cars,Reims Collectables,Reims,,France,Small
10366,49,100.0,4900.0,1,1,2005,Classic Cars,Royale Belge,Charleroi,,Belgium,Medium
10379,29,100.0,2900.0,1,2,2005,Classic Cars,Euro Shopping Channel,Madrid,,Spain,Medium
10407,41,100.0,4100.0,2,4,2005,Classic Cars,The Sharp Gifts Warehouse,San Jose,CA,USA,Medium
10419,55,100.0,5500.0,2,5,2005,Classic Cars,Salzburg Collectables,Salzburg,,Austria,Large
10103,27,83.07,2242.89,1,1,2003,Vintage Cars,Baane Mini Imports,Stavern,,Norway,Small
10112,23,100.0,2300.0,1,3,2003,Vintage Cars,"Volvo Model Replicas, Co",Lule,,Sweden,Small
10126,31,90.17,2795.27,2,5,2003,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,,Spain,Small
10139,46,100.0,4600.0,3,7,2003,Vintage Cars,Souveniers And Things Co.,Chatswood,NSW,Australia,Medium
10150,47,91.18,4285.46,3,9,2003,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,,Singapore,Medium
10163,31,100.0,3100.0,4,10,2003,Vintage Cars,Classic Legends Inc.,NYC,NY,USA,Medium
10174,46,100.0,4600.0,4,11,2003,Vintage Cars,"Australian Gift Network, Co",South Brisbane,Queensland,Australia,Medium
10183,37,89.15,3298.55,4,11,2003,Vintage Cars,"Classic Gift Ideas, Inc",Philadelphia,PA,USA,Medium
10193,28,93.21,2609.88,4,11,2003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Victoria,Australia,Small
10206,37,90.17,3336.29,4,12,2003,Vintage Cars,Canadian Gift Exchange Network,Vancouver,BC,Canada,Medium
10215,49,100.0,4900.0,1,1,2004,Vintage Cars,West Coast Collectables Co.,Burbank,CA,USA,Medium
10228,24,100.0,2400.0,1,3,2004,Vintage Cars,Cambridge Collectables Co.,Cambridge,MA,USA,Small
10244,30,100.0,3000.0,2,4,2004,Vintage Cars,Euro Shopping Channel,Madrid,,Spain,Medium
10257,50,88.14,4407.0,2,6,2004,Vintage Cars,The Sharp Gifts Warehouse,San Jose,CA,USA,Medium
10270,31,96.24,2983.44,3,7,2004,Vintage Cars,Souveniers And Things Co.,Chatswood,NSW,Australia,Small
10280,46,100.0,4600.0,3,8,2004,Vintage Cars,Amica Models & Co.,Torino,,Italy,Medium
10291,47,100.0,4700.0,3,9,2004,Vintage Cars,Scandinavian Gift Ideas,Boras,,Sweden,Medium
10304,46,100.0,4600.0,4,10,2004,Vintage Cars,Auto Assoc. & Cie.,Versailles,,France,Medium
10312,37,100.0,3700.0,4,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Medium
10322,33,100.0,3300.0,4,11,2004,Vintage Cars,Online Diecast Creations Co.,Nashua,NH,USA,Medium
10333,31,90.17,2795.27,4,11,2004,Vintage Cars,Mini Wheels Co.,San Francisco,CA,USA,Small
10347,48,100.0,4800.0,4,11,2004,Vintage Cars,"Australian Collectors, Co.",Melbourne,Victoria,Australia,Medium
10357,41,87.13,3572.33,4,12,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Medium
10369,42,100.0,4200.0,1,1,2005,Vintage Cars,Collectables For Less Inc.,Brickhaven,MA,USA,Medium
10381,41,100.0,4100.0,1,2,2005,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,CA,USA,Medium
10391,32,45.25,1448.0,1,3,2005,Vintage Cars,"Anna's Decorations, Ltd",North Sydney,NSW,Australia,Small
10423,10,88.14,881.4,2,5,2005,Vintage Cars,Petit Auto,Bruxelles,,Belgium,Small
10103,35,57.46,2011.1,1,1,2003,Vintage Cars,Baane Mini Imports,Stavern,,Norway,Small
10111,28,64.33,1801.24,1,3,2003,Vintage Cars,Mini Wheels Co.,San Francisco,CA,USA,Small
10126,46,73.7,3390.2,2,5,2003,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,,Spain,Medium
10139,20,71.2,1424.0,3,7,2003,Vintage Cars,Souveniers And Things Co.,Chatswood,NSW,Australia,Small
10150,30,49.97,1499.1,3,9,2003,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,,Singapore,Small
10163,48,69.96,3358.08,4,10,2003,Vintage Cars,Classic Legends Inc.,NYC,NY,USA,Medium
10173,28,53.72,1504.16,4,11,2003,Vintage Cars,Rovelli Gifts,Bergamo,,Italy,Small
10183,39,68.08,2655.12,4,11,2003,Vintage Cars,"Classic Gift Ideas, Inc",Philadelphia,PA,USA,Small
10193,24,51.84,1244.16,4,11,2003,Vintage Cars,"Australian Collectables, Ltd",Glen Waverly,Victoria,Australia,Small
10206,28,67.46,1888.88,4,12,2003,Vintage Cars,Canadian Gift Exchange Network,Vancouver,BC,Canada,Small
10215,31,58.71,1820.01,1,1,2004,Vintage Cars,West Coast Collectables Co.,Burbank,CA,USA,Small
10228,45,63.71,2866.95,1,3,2004,Vintage Cars,Cambridge Collectables Co.,Cambridge,MA,USA,Small
10244,24,58.09,1394.16,2,4,2004,Vintage Cars,Euro Shopping Channel,Madrid,,Spain,Small
10257,49,53.72,2632.28,2,6,2004,Vintage Cars,The Sharp Gifts Warehouse,San Jose,CA,USA,Small
10269,32,63.08,2018.56,3,7,2004,Vintage Cars,Salzburg Collectables,Salzburg,,Austria,Small
10280,43,68.71,2954.53,3,8,2004,Vintage Cars,Amica Models & Co.,Torino,,Italy,Small
10291,37,50.59,1871.83,3,9,2004,Vintage Cars,Scandinavian Gift Ideas,Boras,,Sweden,Small
10304,24,64.96,1559.04,4,10,2004,Vintage Cars,Auto Assoc. & Cie.,Versailles,,France,Small
10312,35,53.72,1880.2,4,10,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Small
10322,41,29.87,1224.67,4,11,2004,Vintage Cars,Online Diecast Creations Co.,Nashua,NH,USA,Small
10332,26,100.0,2600.0,4,11,2004,Vintage Cars,"AV Stores, Co.",Manchester,,UK,Small
10347,34,64.96,2208.64,4,11,2004,Vintage Cars,"Australian Collectors, Co.",Melbourne,Victoria,Australia,Small
10357,49,70.58,3458.42,4,12,2004,Vintage Cars,Mini Gifts Distributors Ltd.,San Rafael,CA,USA,Medium
10369,28,44.21,1237.88,1,1,2005,Vintage Cars,Collectables For Less Inc.,Brickhaven,MA,USA,Small
10381,40,68.08,2723.2,1,2,2005,Vintage Cars,Corporate Gift Ideas Co.,San Francisco,CA,USA,Small
10392,37,59.96,2218.52,1,3,2005,Vintage Cars,Mini Auto Werke,Graz,,Austria,Small
10423,31,53.72,1665.32,2,5,2005,Vintage Cars,Petit Auto,Bruxelles,,Belgium,Small
10106,41,83.44,3421.04,1,2,2003,Ships,Rovelli Gifts,Bergamo,,Italy,Medium
10119,21,89.46,1878.66,2,4,2003,Ships,Salzburg Collectables,Salzburg,,Austria,Small
10130,40,96.34,3853.6,2,6,2003,Ships,Auto-Moto Classics Inc.,Brickhaven,MA,USA,Medium
10143,46,74.84,3442.64,3,8,2003,Ships,Mini Creations Ltd.,New Bedford,MA,USA,Medium
10155,44,79.14,3482.16,4,10,2003,Ships,"Toys of Finland, Co.",Helsinki,,Finland,Medium
10167,46,73.12,3363.52,4,10,2003,Ships,Scandinavian Gift Ideas,Boras,,Sweden,Medium
10178,41,81.72,3350.52,4,11,2003,Ships,Alpha Cognac,Toulouse,,France,Medium
10186,32,89.46,2862.72,4,11,2003,Ships,"Double Decker Gift Stores, Ltd",London,,UK,Small
10197,46,87.74,4036.04,4,11,2003,Ships,Enaco Distributors,Barcelona,,Spain,Medium
10209,28,100.0,2800.0,1,1,2004,Ships,"Men 'R' US Retailers, Ltd.",Los Angeles,CA,USA,Small
10222,49,94.62,4636.38,1,2,2004,Ships,Collectable Mini Designs Co.,San Diego,CA,USA,Medium
10248,21,73.98,1553.58,2,5,2004,Ships,Land of Toys Inc.,NYC,NY,USA,Small
10262,32,84.3,2697.6,2,6,2004,Ships,Euro Shopping Channel,Madrid,,Spain,Small
10273,34,98.06,3334.04,3,7,2004,Ships,Petit Auto,Bruxelles,,Belgium,Medium
10283,21,98.06,2059.26,3,8,2004,Ships,"Royal Canadian Collectables, Ltd.",Tsawassen,BC,Canada,Small
10296,21,96.34,2023.14,3,9,2004,Ships,"Bavarian Collectables Imports, Co.",Munich,,Germany,Small
10307,31,83.44,2586.64,4,10,2004,Ships,"Classic Gift Ideas, Inc",Philadelphia,PA,USA,Small
10316,21,94.62,1987.02,4,11,2004,Ships,giftsbymail.co.uk,Cowes,Isle of Wight,UK,Small
10327,25,45.86,1146.5,4,11,2004,Ships,Danish Wholesale Imports,Kobenhavn,,Denmark,Small
10338,28,82.58,2312.24,4,11,2004,Ships,Royale Belge,Charleroi,,Belgium,Small
10350,43,64.97,2793.71,4,12,2004,Ships,Euro Shopping Channel,Madrid,,Spain,Small
10373,22,86.74,1908.28,1,1,2005,Ships,"Oulu Toy Supplies, Inc.",Oulu,,Finland,Small
10386,37,93.01,3441.37,1,3,2005,Ships,Euro Shopping Channel,Madrid,,Spain,Medium
10398,28,72.26,2023.28,1,3,2005,Ships,Reims Collectables,Reims,,France,Small
10400,30,74.84,2245.2,2,4,2005,Ships,The Sharp Gifts Warehouse,San Jose,CA,USA,Small
10414,44,73.98,3255.12,2,5,2005,Ships,Gifts4AllAges.com,Boston,MA,USA,Medium
10103,25,100.0,2500.0,1,1,2003,Vintage Cars,Baane Mini Imports,Stavern,,Norway,Small
10111,43,100.0,4300.0,1,3,2003,Vintage Cars,Mini Wheels Co.,San Francisco,CA,USA,Medium
10126,30,97.39,2921.7,2,5,2003,Vintage Cars,"Corrida Auto Replicas, Ltd",Madrid,,Spain,Small
10139,20,90.06,1801.2,3,7,2003,Vintage Cars,Souveniers And Things Co.,Chatswood,NSW,Australia,Small
10150,26,100.0,2600.0,3,9,2003,Vintage Cars,"Dragon Souveniers, Ltd.",Singapore,,Singapore,Small
10163,40,100.0,4000.0,4,10,2003,Vintage Cars,Classic Legends Inc.,NYC,NY,USA,Medium
